Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Johnathan Abram,5-11,205,4.45,,,116,,,AbraJo01
Paul Adams,6-6,317,5.18,27.0,16,103,7.68,4.74,AdamPa01
Nasir Adderley,6-0,206,,,,,,,AddeNa00
Azeez Al-Shaair,6-1,234,,,16,,,,AlShAz00
Otaro Alaka,6-3,239,4.82,36.0,20,131,,,AlakOt01
Dakota Allen,6-1,232,4.77,31.5,23,116,6.88,4.04,AlleDa01
Josh Allen,6-5,262,4.63,,28,118,7.15,4.23,AlleJo03
Zach Allen,6-4,281,5.00,32.0,24,112,7.34,4.36,AlleZa01
Bryson Allen-Williams,6-1,236,4.88,,14,,7.40,,AlleBr03
Jeff Allison,5-11,228,4.82,31.0,12,115,7.20,4.45,AlliJe00
Ugo Amadi,5-9,199,4.51,32.5,18,115,7.21,4.19,AmadUg00
Rodney Anderson,6-0,224,,,25,,,,AndeRo02
J.J. Arcega-Whiteside,6-2,225,,,,,,,ArceJJ00
Ryquell Armstead,5-11,220,4.45,30.0,22,114,7.02,4.29,ArmsRy00
Blessuan Austin,6-1,198,,,15,,,,AustBl00
Jake Bailey,6-1,200,4.72,33.0,,117,,,BailJa00
Zack Bailey,6-5,299,,28.0,24,103,,,BailZa01
Derrick Baity,6-2,197,,38.5,10,127,7.06,4.31,BaitDe01
Deandre Baker,5-11,193,4.52,,14,118,,,BakeDe00
Corey Ballentine,5-11,196,4.47,39.5,15,135,6.82,4.14,BallCo00
Ben Banogu,6-3,250,4.62,40.0,23,134,7.02,4.27,BanoBe00
Alex Barnes,6-0,226,4.59,38.5,34,126,6.95,4.10,BarnAl01
Alex Bars,6-6,312,,,,,,,BarsAl01
Cody Barton,6-2,237,4.64,32.5,30,116,6.90,4.03,BartCo00
Jackson Barton,6-7,310,5.18,27.0,25,109,7.85,4.66,BartJa00
Ryan Bates,6-4,306,5.09,27.0,28,102,7.45,4.53,BateRy02
John Battle,6-0,201,4.67,29.5,,120,7.09,4.33,BattJo01
Terry Beckner,6-4,296,5.19,24.5,28,98,7.97,4.82,BeckTe00
Mike Bell,6-3,210,4.83,30.0,10,118,7.10,4.46,BellMi01
Beau Benzschawel,6-6,309,5.24,,20,,,,BenzBe01
Marquise Blair,6-1,195,4.48,35.0,,125,,,BlaiMa01
Kendall Blanton,6-6,262,4.95,31.0,22,113,7.37,4.42,BlanKe01
Nick Bosa,6-4,266,4.79,33.5,29,116,7.10,4.14,BosaNi00
Kris Boyd,5-11,201,4.45,36.5,19,127,6.94,4.08,BoydKr00
Miles Boykin,6-4,220,4.42,43.5,12,140,6.77,4.07,BoykMi00
Garrett Bradbury,6-3,306,4.92,31.0,34,104,7.41,4.53,BradGa00
Tyre Brady,6-3,211,,32.0,12,117,,4.25,BradTy00
Jordan Brailford,6-3,252,4.65,37.5,22,126,,,BraiJo00
Nick Brossette,5-11,209,4.72,35.5,15,118,7.38,4.44,BrosNi01
Jordan Brown,6-0,201,4.51,39.5,13,128,,,-9999
A.J. Brown,6-0,226,4.49,36.5,19,120,,,BrowAJ00
Blace Brown,6-0,194,4.75,,14,126,7.33,4.22,BrowBl01
Keenen Brown,6-2,250,4.75,33.0,17,117,7.27,4.51,BrowKe04
Marquise Brown,5-9,166,,,,,,,BrowMa04
Jake Browning,6-2,211,4.74,29.0,,112,7.19,4.44,BrowJa08
Austin Bryant,6-4,271,,,,,,,BryaAu00
Isaiah Buggs,6-3,306,5.15,24.5,20,96,8.01,4.83,BuggIs00
Sean Bunting,6-0,195,4.42,41.5,14,126,,,BuntSe00
Brian Burns,6-5,249,4.53,36.0,,129,7.01,,BurnBr00
Ben Burr-Kirven,6-0,230,4.56,34.5,21,121,6.85,4.09,BurrBe00
Devin Bush,5-11,234,4.43,40.5,21,124,6.93,4.23,BushDe01
Emmanuel Butler,6-3,217,,36.0,11,115,,4.22,ButlEm01
Hakeem Butler,6-5,227,4.48,36.0,18,128,,,ButlHa00
Yodny Cajuste,6-5,312,,,32,,,,CajuYo00
Deion Calhoun,6-2,310,5.07,28.5,26,105,7.46,4.62,CalhDe00
Parris Campbell,6-0,205,4.31,40.0,11,135,,4.03,CampPa00
Malik Carney,6-2,251,4.73,33.0,25,113,7.40,,CarnMa01
Blake Cashman,6-1,237,4.50,37.5,18,124,6.95,4.12,CashBl00
Hamp Cheevers,5-9,169,4.52,39.0,8,122,6.96,4.25,CheeHa00
Demarcus Christmas,6-3,294,5.08,25.5,22,101,8.13,5.07,ChriDe01
L.J. Collier,6-2,283,4.91,30.0,25,118,7.71,4.78,CollLJ00
John Cominsky,6-5,286,4.69,33.5,22,116,7.03,4.38,ComiJo00
Te'von Coney,6-1,234,,,,,,,ConeTe01
Ryan Connelly,6-2,242,4.66,34.5,,118,7.09,4.31,ConnRy00
C.J. Conrad,6-4,249,,,,,,,ConrCJ01
Byron Cowart,6-3,298,5.16,30.0,26,111,,,CowaBy00
Jonathan Crawford,6-1,205,,31.5,16,115,,,CrawJo00
Xavier Crawford,5-11,187,4.48,37.5,11,,,,CrawXa00
Maxx Crosby,6-5,255,4.66,36.0,,122,6.89,4.13,CrosMa00
Jamal Custis,6-4,214,4.50,34.5,,124,,,CustJa01
Dennis Daley,6-5,317,5.23,26.5,20,103,7.95,4.92,DaleDe00
Davante Davis,6-2,202,4.57,37.0,14,125,6.76,4.15,DaviDa02
Deshaun Davis,5-11,234,,31.0,25,111,,4.38,DaviDe01
Felton Davis,6-3,211,,,21,,,,DaviFe01
Jamal Davis,6-3,243,4.60,39.0,19,122,7.00,4.44,DaviJa08
Nate Davis,6-3,316,5.23,26.0,23,107,7.94,4.83,DaviNa01
Ryan Davis,5-10,189,,35.0,12,124,7.09,4.23,DaviRy01
Jamel Dean,6-1,206,4.30,41.0,16,130,7.02,4.19,DeanJa00
Michael Deiter,6-5,309,5.23,28.0,21,105,7.88,4.81,DeitMi00
Lukas Denis,5-11,190,4.64,33.5,16,116,6.89,4.09,DeniLu00
Andre Dillard,6-5,315,4.96,29.0,24,118,7.44,4.40,DillAn00
D'Cota Dixon,5-10,204,4.81,33.5,20,119,,,DixoDc01
Johnnie Dixon,5-10,201,4.41,37.5,16,120,,4.43,DixoJo01
Tyrel Dodson,6-0,237,4.60,,24,118,,,DodsTy01
Greg Dortch,5-7,173,,,,,,,DortGr01
Keelan Doss,6-2,211,,,8,,,,DossKe00
Ashton Dulin,6-1,215,4.43,38.0,13,121,7.00,4.22,DuliAs00
Jovon Durante,5-11,160,4.55,31.5,,120,7.00,4.31,DuraJo00
Chuma Edoga,6-3,308,5.19,,21,,,,EdogCh00
David Edwards,6-6,308,5.28,25.5,,99,7.69,4.77,EdwaDa01
Mike Edwards,5-10,205,,,,,,,EdwaMi01
T.J. Edwards,6-0,230,,,16,,,,EdwaTJ02
Emeke Egbule,6-2,245,4.65,33.0,20,119,7.38,4.38,EgbuEm00
Bobby Evans,6-4,312,5.20,,22,,,,EvanBo00
Noah Fant,6-4,249,4.50,39.5,20,127,6.81,4.22,FantNo00
Rashad Fenton,5-11,193,4.52,34.0,12,117,,4.25,FentRa00
Jazz Ferguson,6-5,227,4.45,37.0,8,123,7.25,4.59,FergJa04
Clelin Ferrell,6-4,264,,,25,,7.26,4.40,FerrCl00
Mark Fields,5-10,192,4.37,,18,,,,FielMa01
Ryan Finley,6-4,213,4.73,30.5,,116,7.20,4.20,FinlRy00
Nick Fitzgerald,6-5,226,4.64,29.5,,115,,,FitzNi01
Cody Ford,6-4,329,5.21,28.5,19,104,8.27,4.87,FordCo00
Jack Fox,6-2,213,4.73,27.5,,114,,,FoxxJa01
Hjalte Froholdt,6-5,306,5.20,27.5,31,105,7.51,4.54,FrohHj00
Travis Fulgham,6-2,215,4.58,36.5,15,126,,,FulgTr00
Lamont Gaillard,6-3,305,,,,,,,GailLa00
Greg Gaines,6-1,312,5.16,31.0,30,109,,,GainGr00
Malik Gant,6-0,209,4.63,34.5,17,114,7.45,4.30,GantMa01
Chauncey Gardner-Johnson,5-11,210,4.48,36.0,17,117,7.03,4.20,GardCh00
Rashan Gary,6-4,277,4.58,38.0,26,120,7.26,4.29,GaryRa00
Myles Gaskin,5-9,205,4.58,35.5,24,118,7.19,4.27,GaskMy00
Matt Gay,6-0,232,,,,,,,GayxMa00
Zach Gentry,6-8,265,4.90,29.5,12,110,7.40,4.53,GentZa00
Joe Giles-Harris,6-2,234,4.75,29.5,17,111,,,GileJo01
Andrew Van ginkel,6-3,241,,38.0,17,123,6.89,4.14,VanGAn00
Kevin Givens,6-1,285,5.08,31.0,32,115,7.63,4.62,GiveKe01
Dan Godsil,6-4,241,5.00,34.5,16,118,7.56,4.55,GodsDa01
Terry Godwin,5-11,184,4.55,36.5,,117,6.96,,GodwTe00
Carl Granderson,6-5,254,4.79,35.0,,119,7.44,4.41,GranCa01
Derwin Gray,6-4,320,5.26,,26,90,,,GrayDe01
Gerri Green,6-4,252,4.63,35.0,24,114,7.27,4.42,GreeGe00
Donnell Greene,6-5,335,,,,,,,GreeDo02
Ethan Greenidge,6-4,327,,,,,,,GreeEt00
Dre Greenlaw,5-11,237,,33.0,24,117,,,GreeDr00
Will Grier,6-2,217,4.84,34.0,,112,7.09,4.28,GrieWi00
Porter Gustin,6-4,255,4.69,35.5,31,119,,,GustPo00
Emanuel Hall,6-2,201,4.39,43.5,15,141,,,HallEm01
Nate Hall,6-2,225,,,,,,,HallNa01
Terez Hall,6-1,230,,,20,,,,HallTe01
Saquan Hampton,6-1,206,4.48,,14,125,,,HampSa00
Terrill Hanks,6-2,242,4.98,35.5,21,118,,,HankTe01
Chase Hansen,6-3,222,,,,,,,HansCh02
Mecole Hardman,5-10,187,4.33,36.5,17,119,,,HardMe00
Kelvin Harmon,6-2,221,4.60,32.5,18,117,7.15,4.32,HarmKe00
Damien Harris,5-10,216,4.57,37.0,16,121,,,HarrDa06
Will Harris,6-1,207,4.41,36.5,20,123,6.91,4.12,HarrWi02
N'Keal Harry,6-2,228,4.53,38.5,27,122,,,HarrNK00
Montre Hartage,5-11,190,4.68,34.5,9,123,6.95,4.08,HartMo01
Dwayne Haskins,6-3,231,5.04,28.5,,,,,HaskDw00
Phil Haynes,6-4,322,5.20,31.0,33,108,7.76,4.95,HaynPh00
Daniel Helm,6-4,249,4.89,,14,,,,HelmDa01
Darrell Henderson,5-8,208,4.49,33.5,22,121,,,HendDa00
Nate Herbig,6-3,335,5.41,24.0,29,90,8.15,5.04,HerbNa01
Karan Higdon,5-9,206,4.49,34.0,21,123,,,HigdKa01
Justice Hill,5-10,198,4.40,40.0,21,130,,,HillJu00
Trysten Hill,6-3,308,5.04,35.0,28,115,7.70,4.38,HillTr00
T.J. Hockenson,6-5,251,4.70,37.5,17,123,7.02,4.18,HockTJ00
Alijah Holder,6-1,191,4.60,36.0,9,121,6.70,4.15,HoldAl01
Justin Hollins,6-5,248,4.50,36.5,25,119,7.06,4.40,HollJu00
Elijah Holyfield,5-10,217,4.78,29.5,26,118,,,HolyEl00
Travis Homer,5-10,201,4.48,39.5,17,130,7.07,4.31,HomeTr00
Amani Hooker,5-11,210,4.48,37.0,14,123,6.81,4.10,HookAm00
Tytus Howard,6-5,322,5.05,29.5,21,103,8.34,4.87,HowaTy00
Albert Huggins,6-3,305,5.12,25.5,35,101,7.84,4.84,HuggAl01
Lil'Jordan Humphrey,6-4,210,4.75,33.5,13,119,7.09,4.29,HumpLi01
Jalen Hurd,6-5,226,,,23,,,,HurdJa00
Mitch Hyatt,6-5,303,,25.5,28,102,7.72,4.52,HyatMi01
Alec Ingold,6-1,242,4.89,34.0,16,116,7.35,4.32,IngoAl01
Andy Isabella,5-9,188,4.31,36.5,15,121,6.95,4.15,IsabAn00
Martez Ivey,6-5,315,,,,,,,IveyMa00
Joe Jackson,6-4,275,,27.0,22,109,,,JackJo02
Mike Jackson,6-1,210,4.45,40.5,13,130,7.12,4.12,JackMi01
Tyree Jackson,6-7,249,4.59,34.5,,120,7.09,4.28,JackTy01
Josh Jacobs,5-10,220,,,,,,,JacoJo01
Andre James,6-4,299,5.32,29.0,21,105,8.00,4.84,JameAn01
Cece Jefferson,6-1,266,5.02,30.5,17,108,7.50,4.53,JeffCe00
Jalen Jelks,6-5,256,4.92,32.5,19,113,7.22,4.59,JelkJa00
Elgton Jenkins,6-4,310,,28.0,29,109,7.77,4.62,JenkEl00
Gary Jennings,6-1,214,4.42,37.0,20,127,7.32,4.15,JennGa00
Devon Johnson,6-7,338,5.16,27.5,26,89,8.34,5.28,-9999
Anthony Johnson,6-2,209,,32.5,18,122,7.12,,JohnAn05
Darryl Johnson,6-6,253,,,20,,,,JohnDa10
Diontae Johnson,5-10,183,4.53,33.5,15,123,7.09,4.45,JohnDi01
Fred Johnson,6-7,326,,,,,,,JohnFr01
Gary Johnson,6-0,226,4.43,33.5,16,121,7.15,4.57,JohnGa02
Isaiah Johnson,6-2,208,4.40,36.5,,133,6.81,4.06,JohnIs02
Jaquan Johnson,5-10,191,4.69,33.0,18,121,,,JohnJa11
Keesean Johnson,6-1,201,4.60,30.0,14,117,7.28,4.23,JohnKe07
Lonnie Johnson,6-2,213,4.52,38.0,15,129,7.01,4.10,JohnLo01
Bisi Johnson,6-0,204,4.51,38.0,14,124,6.88,4.16,JohnOl00
Daniel Jones,6-5,221,4.81,33.5,,120,7.00,4.41,JoneDa05
Dre'Mont Jones,6-3,281,5.12,31.5,,110,7.71,4.53,JoneDr00
Jordan Jones,6-2,234,4.62,32.5,23,123,,4.37,JoneJo04
Tyler Jones,6-3,306,,31.5,23,111,7.75,4.82,JoneTy02
Michael Jordan,6-6,312,5.27,32.5,19,116,7.71,4.71,JordMi01
Kendall Joseph,6-0,233,,,25,,,,JoseKe01
Vosean Joseph,6-1,230,,,,,,,JoseVo00
Kingsley Keke,6-3,288,4.95,31.5,,111,7.55,4.46,KekeKi00
Brandon Knight,6-4,314,,,,,,,KnigBr01
Dawson Knox,6-4,254,,34.5,16,,7.12,4.27,KnoxDa00
Tre Lamar,6-3,253,,,,,,,LamaTr01
Dexter Lawrence,6-4,342,5.05,,36,,,,LawrDe03
Justin Layne,6-2,192,4.50,37.5,,134,6.90,4.09,LaynJu00
Jonathan Ledbetter,6-4,280,5.14,26.5,22,108,,,LedbJo01
Iman Lewis-Marshall,6-1,207,4.53,,16,,,,MarsIm00
Chris Lindstrom,6-4,308,4.91,30.5,25,117,7.61,4.54,LindCh00
Greg Little,6-5,310,5.33,25.0,,113,,4.74,LittGr01
Drew Lock,6-4,228,4.69,31.0,,112,7.03,4.12,LockDr00
Damarkus Lodge,6-2,202,4.55,33.5,11,119,7.06,4.53,LodgDa01
David Long,5-11,196,4.45,39.5,15,120,6.45,3.97,LongDa02
Bryce Love,5-9,200,,,18,,,,LoveBr00
Julian Love,5-11,195,4.54,36.0,14,121,6.72,4.10,LoveJu00
Alize Mack,6-4,249,4.70,36.0,22,120,7.27,4.34,MackAl00
Daylon Mack,6-1,336,5.10,27.0,30,102,8.02,4.95,MackDa00
Alexander Mattison,5-11,221,4.67,35.0,22,127,7.13,4.29,MattAl01
Erik McCoy,6-4,303,4.89,31.0,29,107,8.28,4.62,McCoEr01
Kaleb McGary,6-7,317,5.05,33.5,23,111,7.66,4.58,McGaKa00
Connor McGovern,6-5,308,,,28,112,7.66,4.57,McGoCo01
Mark McLaurin,6-1,212,4.77,36.0,12,,,4.46,McLaMa01
Terry McLaurin,6-0,208,4.35,37.5,18,125,7.01,4.15,McLaTe00
Trace McSorley,6-0,202,4.57,33.0,,115,7.09,4.12,McSoTr00
D.K. Metcalf,6-3,228,4.33,40.5,27,134,7.38,4.50,MetcDK00
Jakobi Meyers,6-2,203,4.63,37.0,13,118,7.07,4.23,MeyeJa01
Joshua Miles,6-5,314,5.32,36.0,,109,8.07,4.75,MileJo00
Christian Miller,6-3,247,,38.5,,118,,,MillCh04
Jordan Miller,6-1,186,4.49,37.0,6,125,,,MillJo05
Shareef Miller,6-4,254,4.69,29.5,16,,,4.45,MillSh00
Gardner Minshew,6-1,225,4.97,33.5,,116,7.14,4.45,MinsGa00
Dillon Mitchell,6-1,197,4.46,36.5,12,122,,4.29,MitcDi00
David Montgomery,5-10,222,4.63,28.5,15,121,,,MontDa01
Jalin Moore,5-10,212,,,27,,,,MoorJa01
Foster Moreau,6-4,253,4.66,36.5,22,121,7.16,4.11,MoreFo00
Stanley Morgan,6-0,202,4.53,38.5,14,125,6.78,4.13,MorgSt02
Trayvon Mullen,6-1,199,4.46,34.5,,123,,,MullTr00
Byron Murphy,5-11,190,4.55,36.5,14,120,,,MurpBy00
Kyler Murray,5-10,207,,,,,,,MurrKy00
Nyqwan Murray,5-10,191,4.63,34.0,8,113,7.20,4.40,MurrNy00
Isaac Nauta,6-3,244,4.91,28.0,19,,7.45,4.43,NautIs00
Anthony Nelson,6-7,271,4.82,35.5,18,118,6.95,4.23,NelsAn01
Yosh Nijman,6-7,324,,,27,114,8.07,4.50,NijmYo01
Bobby Okereke,6-1,239,4.58,33.5,,122,7.25,4.26,OkerBo00
Ed Oliver,6-2,287,,36.0,32,120,,,OlivEd00
Josh Oliver,6-5,249,4.63,34.0,22,117,7.21,4.47,OlivJo00
Qadree Ollison,6-1,228,4.58,29.5,19,114,7.53,4.31,OlliQa00
Charles Omenihu,6-5,280,4.92,36.5,,115,7.48,4.36,OmenCh00
Iosua Opeta,6-4,301,5.02,33.0,39,112,8.06,4.94,OpetIo00
Amani Oruwariye,6-2,205,4.47,36.5,17,120,6.82,4.16,OruwAm00
Javon Patterson,6-3,307,5.13,27.5,27,98,7.72,4.78,PattJa00
Jamal Peters,6-2,218,4.63,,,,,,PeteJa00
Ross Pierschbacher,6-4,307,5.20,22.5,20,,7.83,4.70,PierRo00
Trey Pipkins,6-6,309,5.12,33.5,16,114,7.61,4.70,PipkTr00
Jachai Polite,6-3,258,4.84,32.0,,,,,PoliJa00
Tony Pollard,6-0,210,4.52,35.0,13,121,,,PollTo00
Ryan Pope,6-7,320,,,25,,,,PopeRy01
Ben Powers,6-4,307,,,21,,,,PoweBe00
Germaine Pratt,6-2,240,4.57,32.5,24,116,,,PratGe00
Isaiah Prince,6-6,305,5.09,27.0,23,115,7.90,5.02,PrinIs00
Ryan Pulley,5-11,209,4.61,31.0,11,111,,,PullRy00
Taylor Rapp,6-0,208,,35.0,17,115,6.82,3.99,RappTa00
Wyatt Ray,6-3,257,4.83,34.0,25,118,7.34,4.31,RayxWy01
Dax Raymond,6-5,255,4.73,32.0,15,109,7.15,4.39,RaymDa01
Sheldrick Redwine,6-0,196,4.44,39.0,,130,,4.14,RedwSh00
Hunter Renfrow,5-10,184,4.59,35.0,7,116,6.80,4.19,RenfHu00
Riley Ridley,6-1,199,4.58,30.5,13,124,7.22,4.28,RidlRi00
Dalton Risner,6-5,312,5.30,28.5,23,110,7.69,4.52,RisnDa00
Tyler Roemer,6-6,312,5.21,30.5,18,108,7.75,4.76,RoemTy00
Dontavius Russell,6-3,319,5.15,,24,,7.81,4.77,RussDo00
Brett Rypien,6-2,210,4.91,33.0,,116,7.10,4.29,RypiBr00
Dru Samia,6-5,305,5.29,27.5,28,101,7.89,4.70,SamiDr00
Drew Sample,6-5,255,4.71,33.5,,115,7.15,4.31,SampDr00
Deebo Samuel,5-11,214,4.48,39.0,15,122,7.03,4.14,SamuDe00
Miles Sanders,5-11,211,4.49,36.0,20,124,6.89,4.19,SandMi01
Khalen Saunders,6-0,324,5.01,30.5,27,101,7.57,4.62,SaunKh00
Darnell Savage,5-11,198,4.36,39.5,11,126,7.03,4.14,SavaDa00
Jordan Scarlett,5-11,208,4.47,30.0,21,116,7.37,4.63,ScarJo00
Max Scharping,6-6,327,,28.0,27,108,7.77,4.69,SchaMa01
Lj Scott,6-0,227,,33.0,21,120,7.27,4.34,ScotLJ00
Austin Seibert,5-9,213,,,,,,,SeibAu00
Kendall Sheffield,5-11,193,,,,,,,ShefKe00
Kyle Shurmur,6-4,230,4.91,29.5,,106,7.51,4.53,ShurKy01
David Sills,6-3,211,4.57,37.5,14,117,6.97,4.28,SillDa00
Devin Singletary,5-7,203,4.66,35.0,15,117,7.32,4.40,SingDe00
Chris Slayton,6-4,307,5.13,29.0,28,101,,4.73,SlayCh00
Darius Slayton,6-1,190,4.39,40.5,11,135,7.00,4.15,SlayDa01
Cameron Smith,6-2,238,4.69,39.0,15,123,,4.23,SmitCa01
Irv Smith,6-2,242,4.63,32.5,19,110,7.32,4.33,SmitIr01
Jaylen Smith,6-2,219,4.47,34.5,14,122,7.55,4.48,SmitJa07
Kaden Smith,6-5,255,4.92,32.0,15,108,7.08,4.47,SmitKa00
Saivion Smith,6-1,199,,33.0,11,121,7.09,4.37,SmitSa02
Sutton Smith,6-0,233,4.69,31.5,25,118,6.75,4.32,SmitSu00
Benny Snell,5-10,224,4.66,29.5,16,119,7.07,4.33,SnelBe00
Jace Sternberger,6-4,251,4.75,31.5,17,113,7.19,4.31,SterJa00
Easton Stick,6-1,224,4.62,33.5,,118,6.65,4.05,SticEa00
Jarrett Stidham,6-2,218,4.81,31.0,,110,7.28,4.33,StidJa00
Ty Summers,6-1,241,4.51,36.0,27,123,,,SummTy00
Montez Sweat,6-6,260,4.41,36.0,21,125,7.00,4.29,SweaMo00
Tommy Sweeney,6-4,251,4.83,,17,,,,SweeTo00
William Sweet,6-6,313,5.27,30.5,23,111,8.01,5.00,SweeWi01
Jordan Ta'amu,6-3,221,4.77,27.5,,109,7.06,4.36,TaamJo01
Sione Takitaki,6-1,238,4.63,37.0,24,125,7.21,4.28,TakiSi00
Trevon Tate,6-2,293,,,22,,,,TateTr00
Jahlani Tavai,6-2,250,,,,,,,TavaJa00
Jawaan Taylor,6-5,312,,,24,,,,TaylJa02
Marvell Tell,6-2,198,,42.0,,136,6.63,4.01,TellMa00
Derrek Thomas,6-3,189,4.44,39.5,8,131,,,-9999
Cody Thompson,6-1,205,4.57,38.5,19,119,6.87,4.03,ThomCo04
Deionte Thompson,6-1,195,,,,,,,ThomDe06
Juan Thornhill,6-0,205,4.42,44.0,21,141,,,ThorJu00
Clayton Thorson,6-4,222,,,,,,,ThorCl00
Jerry Tillery,6-6,295,4.93,32.0,23,115,7.45,4.33,TillJe00
Cole Tracy,5-10,184,,,,,,,TracCo00
Drue Tranquill,6-2,234,4.57,37.5,31,122,6.94,4.14,TranDr00
Oli Udoh,6-5,323,5.05,28.5,26,105,7.88,5.05,-9999
D'Andre Walker,6-2,251,,,,,,,WalkDA02
Kahale Warring,6-5,252,4.67,36.5,19,122,7.21,4.25,WarrKa00
Armon Watts,6-5,300,5.23,,,,,,WattAr01
Jamarius Way,6-3,215,4.63,32.5,16,119,,4.66,WayxJa00
Mike Weber,5-10,211,4.47,33.5,22,,,,WebeMi00
Ken Webster,5-11,203,4.43,43.0,18,133,6.85,4.14,WebsKe00
Trevon Wesco,6-3,267,4.89,31.0,24,117,7.18,4.38,WescTr00
Alex Wesley,6-0,190,4.45,38.5,13,125,7.40,4.44,-9999
Antoine Wesley,6-4,206,,37.0,6,117,7.07,4.26,WeslAn01
Darius West,5-11,208,4.39,33.5,19,113,,,WestDa00
Devin White,6-0,237,4.42,39.5,22,118,7.07,4.17,WhitDe02
Christian Wilkins,6-3,315,5.04,29.5,28,107,,4.55,WilkCh00
Dexter Williams,5-11,212,4.57,36.0,17,130,7.00,4.16,WillDe07
Greedy Williams,6-2,185,4.37,,,,,,WillGr00
James Williams,5-9,197,4.58,36.5,,118,7.01,4.25,WillJa08
Jonah Williams,6-4,302,5.12,28.0,23,100,8.01,4.79,WillJo10
Joejuan Williams,6-4,211,4.64,,17,,,,WillJo13
Quinnen Williams,6-3,303,4.83,30.5,,112,,,WillQu00
Trayveon Williams,5-8,206,4.51,33.0,19,121,7.44,4.44,WillTr06
Gerald Willis,6-2,302,,,,,,,WillGe02
Khari Willis,5-11,213,4.52,34.5,22,118,,,WillKh00
Caleb Wilson,6-4,240,4.56,29.0,,113,7.20,4.40,WilsCa00
Donovan Wilson,6-0,199,,36.0,18,127,,,WilsDo01
Mack Wilson,6-1,240,,32.0,,117,,,WilsMa03
Andrew Wingard,6-0,209,4.56,36.5,9,121,7.08,4.20,WingAn01
Chase Winovich,6-3,256,4.59,30.5,18,116,6.94,4.11,WinoCh00
Daniel Wise,6-3,281,5.28,27.5,22,112,7.53,4.37,WiseDa01
Mitch Wishnowsky,6-2,218,4.63,32.5,,117,,,WishMi00
Zedrick Woods,5-11,205,4.29,34.5,19,122,7.00,4.15,WoodZe00
Evan Worthington,6-2,212,4.63,33.5,17,121,7.07,4.37,WortEv00
Renell Wren,6-5,318,5.01,32.0,30,118,7.65,4.53,WrenRe00
Oshane Ximines,6-3,253,4.78,34.0,24,118,7.13,4.57,XimiOs00
Rock Ya-Sin,6-0,192,4.51,39.5,18,120,7.31,4.31,Ya-SRo00